NOC,Event,medalcount
AUS,Rowing Women's Single Sculls,2
AUS,Sailing Men's One Person Dinghy,2
AUS,Sailing Men's Skiff,2
AUS,Sailing Women's Three Person Keelboat,1
AUS,Swimming Men's 100 metres Breaststroke,1
AUS,Swimming Women's 100 metres Backstroke,1
AZE,Boxing Men's Heavyweight,1
AZE,Boxing Men's Super-Heavyweight,1
AZE,Weightlifting Men's Bantamweight,1
AZE,"Wrestling Men's Light-Heavyweight, Freestyle",2
AZE,"Wrestling Men's Lightweight, Freestyle",1
AZE,"Wrestling Men's Middleweight, Greco-Roman",1
AZE,"Wrestling Women's Lightweight, Freestyle",1
BEL,Sailing Women's One Person Dinghy,1
BEL,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1
BLR,"Canoeing Men's Kayak Doubles, 200 metres",1
BLR,"Canoeing Women's Kayak Fours, 500 metres",2
BLR,Swimming Women's 100 metres Freestyle,1
BLR,Swimming Women's 50 metres Freestyle,2
BLR,Tennis Mixed Doubles,1
BLR,Tennis Women's Singles,1
BLR,Weightlifting Women's Heavyweight,2
BLR,Weightlifting Women's Light-Heavyweight,1
BOT,Athletics Men's 800 metres,1
BRA,Boxing Men's Light-Heavyweight,1
BRA,Boxing Men's Middleweight,1
BRA,Boxing Women's Lightweight,1
BRA,Gymnastics Men's Rings,2
BRA,Judo Men's Extra-Lightweight,1
BRA,Judo Men's Heavyweight,2
BRA,Judo Women's Extra-Lightweight,1
BRA,Judo Women's Half-Heavyweight,2
BRA,Modern Pentathlon Women's Individual,1
BRA,Swimming Men's 400 metres Individual Medley,1
BRN,"Athletics Women's 1,500 metres",1
BUL,Boxing Men's Heavyweight,1
CAN,Athletics Men's High Jump,2
CAN,"Canoeing Men's Kayak Singles, 200 metres",1
CAN,Cycling Women's Team Pursuit,2
CAN,Diving Women's Synchronized Springboard,1
CAN,Football Women's Football,2
CAN,Judo Men's Half-Middleweight,1
CAN,Swimming Men's 10 kilometres Open Water,1
CAN,Swimming Men's 100 metres Freestyle,1
CAN,Weightlifting Women's Middleweight,1
CHN,Archery Men's Individual,1
CHN,Athletics Men's 20 kilometres Walk,4
CHN,Athletics Men's 50 kilometres Walk,1
CHN,Athletics Women's Discus Throw,1
CHN,Athletics Women's Shot Put,1
CHN,Boxing Women's Flyweight,2
CHN,Boxing Women's Middleweight,2
CHN,Cycling Women's Keirin,1
CHN,Cycling Women's Team Sprint,2
CHN,"Fencing Men's Foil, Individual",1
CHN,"Fencing Women's epee, Individual",2
CHN,Modern Pentathlon Men's Individual,1
CHN,Rowing Women's Lightweight Double Sculls,2
CHN,"Shooting Men's Rapid-Fire Pistol, 25 metres",2
CHN,"Swimming Men's 1,500 metres Freestyle",1
CHN,Swimming Men's 200 metres Freestyle,2
CHN,Swimming Men's 4 x 200 metres Freestyle Relay,1
CHN,Swimming Women's 100 metres Butterfly,1
CHN,Swimming Women's 100 metres Freestyle,1
CHN,Swimming Women's 200 metres Individual Medley,1
CHN,Swimming Women's 400 metres Individual Medley,2
CHN,Synchronized Swimming Women's Duet,2
CHN,Taekwondo Men's Heavyweight,1
CHN,Taekwondo Women's Featherweight,1
CHN,"Wrestling Women's Middleweight, Freestyle",1
COL,Athletics Women's Triple Jump,2
COL,Cycling Men's BMX,2
COL,"Cycling Men's Road Race, Individual",1
COL,Cycling Women's BMX,2
COL,Judo Women's Middleweight,2
COL,Taekwondo Men's Flyweight,1
CRO,Athletics Women's Discus Throw,2
CRO,Rowing Men's Quadruple Sculls,1
CRO,Shooting Men's Trap,2
CRO,Taekwondo Women's Flyweight,1
CRO,Water Polo Men's Water Polo,2
CUB,Athletics Women's Pole Vault,1
CUB,Judo Men's Middleweight,1
CUB,"Shooting Men's Rapid-Fire Pistol, 25 metres",1
CUB,Taekwondo Men's Heavyweight,1
CUB,Weightlifting Men's Middleweight,1
CUB,"Wrestling Men's Welterweight, Freestyle",1
CYP,Sailing Men's One Person Dinghy,1
CZE,Athletics Women's 400 metres Hurdles,1
CZE,"Canoeing Men's Kayak Fours, 1,000 metres",2
CZE,"Canoeing Men's Kayak Singles, Slalom",2
CZE,"Cycling Men's Mountainbike, Cross-Country",2
CZE,Rowing Women's Single Sculls,1
CZE,Tennis Women's Doubles,2
DEN,Badminton Men's Doubles,1
DEN,Cycling Men's Omnium,2
DEN,Rowing Women's Single Sculls,1
DEN,Sailing Men's One Person Heavyweight Dinghy,1
DEN,Sailing Men's Skiff,1
DEN,Shooting Men's Skeet,1
DOM,Athletics Men's 400 metres,1
EGY,"Fencing Men's Foil, Individual",1
EGY,"Wrestling Men's Light-Heavyweight, Greco-Roman",1
ESP,"Canoeing Men's Kayak Singles, 200 metres",2
ESP,"Canoeing Women's Kayak Singles, Slalom",2
ESP,Handball Women's Handball,1
ESP,Sailing Women's Three Person Keelboat,1
ESP,Sailing Women's Windsurfer,1
ESP,Swimming Women's 200 metres Butterfly,2
ESP,Swimming Women's 800 metres Freestyle,1
ESP,Taekwondo Men's Welterweight,1
ESP,Taekwondo Women's Flyweight,1
ESP,Triathlon Men's Olympic Distance,1
ESP,Water Polo Women's Water Polo,1
ESP,"Wrestling Women's Heavyweight, Freestyle",1
EST,"Wrestling Men's Super-Heavyweight, Greco-Roman",1
ETH,"Athletics Women's 3,000 metres Steeplechase",1
ETH,Athletics Women's Marathon,2
FIN,Sailing Women's Three Person Keelboat,1
FIN,Sailing Women's Windsurfer,1
FRA,Athletics Men's 4 x 100 metres Relay,1
FRA,Athletics Men's Pole Vault,2
FRA,Basketball Women's Basketball,1
FRA,Cycling Men's Omnium,1
FRA,"Cycling Women's Mountainbike, Cross-Country",1
FRA,Gymnastics Men's Parallel Bars,1
FRA,Judo Men's Lightweight,1
FRA,Judo Women's Half-Lightweight,1
FRA,Judo Women's Lightweight,1
FRA,Judo Women's Middleweight,1
FRA,Sailing Men's One Person Heavyweight Dinghy,1
FRA,"Shooting Women's Air Pistol, 10 metres",1
FRA,Swimming Men's 200 metres Freestyle,1
FRA,Swimming Men's 4 x 200 metres Freestyle Relay,1
FRA,Swimming Women's 4 x 200 metres Freestyle Relay,1
FRA,Taekwondo Women's Featherweight,1
FRA,Tennis Men's Doubles,2
GAB,Taekwondo Men's Heavyweight,1
GBR,"Athletics Men's 10,000 metres",2
GBR,"Athletics Men's 5,000 metres",2
GBR,Athletics Men's Long Jump,2
GBR,Boxing Men's Bantamweight,1
GBR,Boxing Men's Welterweight,1
GBR,Boxing Women's Flyweight,2
GBR,"Canoeing Men's Canadian Doubles, Slalom",3
GBR,"Canoeing Men's Kayak Doubles, 200 metres",2
GBR,"Canoeing Men's Kayak Singles, 200 metres",2
GBR,Cycling Men's Individual Time Trial,3
GBR,Cycling Men's Omnium,2
GBR,Cycling Women's Keirin,2
GBR,Cycling Women's Omnium,2
GBR,Cycling Women's Team Pursuit,2
GBR,Diving Men's Platform,1
GBR,"Equestrianism Mixed Dressage, Individual",3
GBR,"Equestrianism Mixed Dressage, Team",2
GBR,"Equestrianism Mixed Jumping, Team",1
GBR,Gymnastics Men's Team All-Around,1
GBR,Gymnastics Women's Uneven Bars,1
GBR,Hockey Women's Hockey,2
GBR,Judo Women's Half-Heavyweight,1
GBR,Judo Women's Heavyweight,1
GBR,Rowing Men's Coxless Pairs,1
GBR,Rowing Men's Lightweight Coxless Fours,1
GBR,Rowing Men's Single Sculls,1
GBR,Rowing Women's Lightweight Double Sculls,1
GBR,Sailing Men's One Person Heavyweight Dinghy,2
GBR,Sailing Women's Two Person Dinghy,2
GBR,Swimming Men's 200 metres Breaststroke,1
GBR,Taekwondo Men's Welterweight,2
GBR,Taekwondo Women's Featherweight,2
GBR,Tennis Men's Singles,2
GBR,Tennis Mixed Doubles,1
GBR,Triathlon Men's Olympic Distance,4
GEO,"Wrestling Men's Featherweight, Freestyle",2
GEO,"Wrestling Men's Super-Heavyweight, Freestyle",2
GEO,"Wrestling Men's Welterweight, Greco-Roman",2
GER,Athletics Men's Pole Vault,2
GER,Athletics Men's Shot Put,1
GER,Athletics Women's Heptathlon,1
GER,"Canoeing Men's Kayak Singles, 1,000 metres",1
GER,Cycling Women's Individual Time Trial,1
GER,Cycling Women's Team Sprint,2
GER,"Fencing Men's Foil, Team",1
GER,Gymnastics Men's Individual All-Around,1
GER,Gymnastics Men's Parallel Bars,1
GER,Judo Men's Heavyweight,1
GER,Rowing Men's Coxed Eights,2
GER,Table Tennis Men's Singles,1
GER,Taekwondo Women's Welterweight,1
GRE,Judo Men's Middleweight,1
GRE,Rowing Women's Lightweight Double Sculls,1
GRN,Athletics Men's 400 metres,2
GUA,Athletics Men's 20 kilometres Walk,1
HKG,Cycling Women's Keirin,1
HUN,Athletics Men's Hammer Throw,1
HUN,"Canoeing Women's Kayak Singles, 200 metres",1
HUN,Gymnastics Men's Pommelled Horse,1
HUN,Judo Men's Half-Lightweight,1
HUN,Judo Women's Extra-Lightweight,1
HUN,Swimming Women's 10 kilometres Open Water,1
HUN,"Wrestling Men's Middleweight, Freestyle",1
HUN,"Wrestling Men's Welterweight, Greco-Roman",1
INA,Weightlifting Men's Lightweight,1
IND,Badminton Women's Singles,2
IND,Boxing Women's Flyweight,1
IND,"Shooting Men's Rapid-Fire Pistol, 25 metres",1
IND,"Wrestling Men's Lightweight, Freestyle",1
IRI,Athletics Men's Discus Throw,1
IRI,Weightlifting Men's Light-Heavyweight,2
IRI,"Wrestling Men's Featherweight, Greco-Roman",1
IRI,"Wrestling Men's Heavyweight, Greco-Roman",2
IRI,"Wrestling Men's Light-Heavyweight, Freestyle",1
IRI,"Wrestling Men's Lightweight, Greco-Roman",1
IRI,"Wrestling Men's Middleweight, Freestyle",2
IRL,Boxing Men's Bantamweight,1
IRL,Boxing Men's Flyweight,1
IRL,Boxing Women's Lightweight,1
IRL,"Equestrianism Mixed Jumping, Individual",1
ITA,Athletics Men's Triple Jump,1
ITA,Boxing Men's Light-Welterweight,1
ITA,"Cycling Men's Mountainbike, Cross-Country",1
ITA,Judo Women's Half-Lightweight,2
ITA,"Shooting Men's Air Pistol, 10 metres",1
ITA,"Shooting Men's Air Rifle, 10 metres",2
ITA,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",2
ITA,Shooting Women's Trap,1
ITA,Swimming Women's 10 kilometres Open Water,2
ITA,Taekwondo Men's Heavyweight,1
ITA,Water Polo Men's Water Polo,2
JAM,Athletics Men's 110 metres Hurdles,2
JAM,Athletics Men's 4 x 100 metres Relay,2
JPN,Archery Women's Team,1
JPN,Badminton Women's Doubles,2
JPN,Boxing Men's Bantamweight,1
JPN,Boxing Men's Middleweight,1
JPN,"Fencing Men's Foil, Team",1
JPN,Football Women's Football,1
JPN,Gymnastics Men's Floor Exercise,1
JPN,Judo Men's Lightweight,2
JPN,Swimming Men's 200 metres Backstroke,1
JPN,Swimming Men's 400 metres Individual Medley,3
JPN,Swimming Women's 100 metres Breaststroke,1
JPN,Swimming Women's 200 metres Breaststroke,2
JPN,Table Tennis Women's Team,2
JPN,Volleyball Women's Volleyball,1
JPN,Weightlifting Women's Flyweight,2
JPN,"Wrestling Men's Lightweight, Greco-Roman",1
JPN,"Wrestling Men's Welterweight, Freestyle",1
KAZ,Athletics Women's Triple Jump,2
KAZ,Boxing Women's Middleweight,2
KAZ,Weightlifting Women's Featherweight,1
KAZ,"Wrestling Men's Light-Heavyweight, Greco-Roman",1
KAZ,"Wrestling Men's Welterweight, Freestyle",1
KAZ,"Wrestling Women's Heavyweight, Freestyle",2
KOR,Boxing Men's Lightweight,1
KOR,"Fencing Men's Sabre, Team",1
KOR,"Fencing Women's epee, Team",1
KOR,"Fencing Women's Foil, Team",1
KOR,"Fencing Women's Sabre, Individual",1
KOR,Football Men's Football,1
KOR,Gymnastics Men's Horse Vault,1
KOR,Judo Men's Half-Lightweight,2
KOR,Judo Men's Middleweight,2
KOR,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1
KOR,"Shooting Women's Sporting Pistol, 25 metres",1
KOR,Taekwondo Men's Flyweight,2
KOR,"Wrestling Men's Welterweight, Greco-Roman",1
KSA,"Equestrianism Mixed Jumping, Team",1
KUW,Shooting Men's Trap,1
LAT,Beach Volleyball Men's Beach Volleyball,1
LTU,Boxing Men's Lightweight,1
LTU,"Canoeing Men's Canadian Singles, 200 metres",1
LTU,Modern Pentathlon Women's Individual,1
LTU,Swimming Women's 100 metres Breaststroke,1
LTU,"Wrestling Men's Middleweight, Greco-Roman",1
MAS,Diving Women's Platform,1
MDA,Weightlifting Men's Middle-Heavyweight,1
MDA,Weightlifting Women's Featherweight,1
MEX,Archery Women's Individual,2
MEX,Diving Men's Synchronized Platform,1
MEX,Diving Women's Springboard,1
MEX,Football Men's Football,1
MGL,Boxing Men's Flyweight,1
MGL,Boxing Men's Light-Welterweight,1
MGL,Judo Men's Lightweight,1
MGL,"Wrestling Women's Middleweight, Freestyle",1
MNE,Handball Women's Handball,1
NED,Cycling Men's Keirin,2
NED,Cycling Women's BMX,1
NED,"Equestrianism Mixed Jumping, Team",1
NED,Gymnastics Men's Horizontal Bar,1
NED,Sailing Men's Windsurfer,2
NOR,"Cycling Men's Road Race, Individual",1
NOR,"Fencing Men's epee, Individual",1
NZL,"Canoeing Women's Kayak Singles, 200 metres",2
NZL,Cycling Men's Keirin,1
NZL,Cycling Women's BMX,1
NZL,"Equestrianism Mixed Three-Day Event, Team",1
NZL,Rowing Men's Double Sculls,1
NZL,Rowing Men's Lightweight Double Sculls,1
NZL,Rowing Women's Coxless Pairs,2
NZL,Sailing Men's Skiff,2
NZL,Sailing Women's Two Person Dinghy,2
POL,Rowing Women's Double Sculls,2
POL,Sailing Men's Windsurfer,1
POL,Sailing Women's Windsurfer,1
POL,"Shooting Women's Air Rifle, 10 metres",1
POL,Weightlifting Men's Heavyweight,1
POL,Weightlifting Men's Light-Heavyweight,1
POL,"Wrestling Men's Light-Heavyweight, Greco-Roman",1
POR,"Canoeing Men's Kayak Doubles, 1,000 metres",1
PRK,Weightlifting Men's Bantamweight,2
PRK,Weightlifting Men's Featherweight,1
PRK,Weightlifting Women's Flyweight,1
PRK,Weightlifting Women's Light-Heavyweight,1
PRK,"Wrestling Men's Featherweight, Freestyle",1
PUR,Athletics Men's 400 metres Hurdles,1
PUR,"Wrestling Men's Light-Heavyweight, Freestyle",1
QAT,Athletics Men's High Jump,2
QAT,Shooting Men's Skeet,1
ROU,"Fencing Men's Sabre, Team",1
ROU,Judo Women's Lightweight,1
ROU,"Shooting Men's Air Rifle, 10 metres",1
ROU,Weightlifting Men's Lightweight,1
ROU,Weightlifting Women's Light-Heavyweight,1
RSA,Athletics Women's 800 metres,2
RSA,"Canoeing Women's Kayak Singles, 500 metres",1
RSA,Rowing Men's Lightweight Coxless Fours,1
RSA,Swimming Men's 100 metres Breaststroke,2
RSA,Swimming Men's 100 metres Butterfly,2
RSA,Swimming Men's 200 metres Butterfly,1
RUS,Athletics Women's 800 metres,2
RUS,Athletics Women's Marathon,1
RUS,Badminton Women's Doubles,1
RUS,Basketball Men's Basketball,1
RUS,Boxing Women's Lightweight,2
RUS,Boxing Women's Middleweight,1
RUS,"Canoeing Men's Canadian Singles, 200 metres",1
RUS,"Canoeing Men's Kayak Doubles, 200 metres",1
RUS,Cycling Women's Individual Time Trial,2
RUS,"Fencing Men's Sabre, Individual",1
RUS,"Fencing Women's Sabre, Individual",3
RUS,Judo Men's Extra-Lightweight,2
RUS,Shooting Men's Double Trap,1
RUS,Swimming Men's 100 metres Butterfly,1
RUS,Swimming Men's 4 x 100 metres Freestyle Relay,1
RUS,Swimming Women's 200 metres Breaststroke,2
RUS,Taekwondo Men's Flyweight,1
RUS,Tennis Women's Doubles,2
RUS,Weightlifting Men's Light-Heavyweight,1
RUS,Weightlifting Women's Super-Heavyweight,1
SGP,Table Tennis Women's Singles,1
SLO,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1
SRB,"Shooting Men's Air Pistol, 10 metres",1
SRB,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",1
SRB,Taekwondo Women's Heavyweight,1
SUI,"Equestrianism Mixed Jumping, Individual",1
SUI,Tennis Men's Singles,1
SVK,Shooting Women's Skeet,1
SWE,"Equestrianism Mixed Three-Day Event, Individual",1
SWE,Shooting Men's Double Trap,1
SWE,Triathlon Women's Olympic Distance,1
SWE,"Wrestling Men's Super-Heavyweight, Greco-Roman",1
THA,Boxing Men's Light-Flyweight,1
TJK,Boxing Women's Lightweight,1
TPE,Taekwondo Women's Featherweight,1
TTO,Athletics Men's 4 x 400 metres Relay,1
TTO,Athletics Men's 400 metres,1
TTO,Athletics Men's Javelin Throw,2
TUN,"Athletics Women's 3,000 metres Steeplechase",1
TUN,Swimming Men's 10 kilometres Open Water,1
TUR,"Athletics Women's 1,500 metres",2
TUR,Taekwondo Women's Welterweight,2
TUR,"Wrestling Men's Super-Heavyweight, Greco-Roman",2
UGA,Athletics Men's Marathon,1
UKR,Athletics Men's Javelin Throw,1
UKR,Athletics Women's 4 x 100 metres Relay,1
UKR,Boxing Men's Heavyweight,1
UKR,Boxing Men's Light-Welterweight,1
UKR,"Canoeing Men's Canadian Singles, 200 metres",2
UKR,"Canoeing Women's Kayak Singles, 200 metres",1
UKR,"Fencing Women's epee, Individual",1
UKR,"Fencing Women's Sabre, Individual",2
UKR,Gymnastics Men's Horse Vault,1
UKR,Rowing Women's Quadruple Sculls,1
UKR,"Shooting Women's Sporting Pistol, 25 metres",1
UKR,Weightlifting Women's Lightweight,1
UKR,"Wrestling Men's Heavyweight, Freestyle",1
USA,"Athletics Men's 1,500 metres",2
USA,"Athletics Men's 10,000 metres",1
USA,Athletics Men's Triple Jump,4
USA,Athletics Women's High Jump,1
USA,Athletics Women's Long Jump,4
USA,Boxing Women's Flyweight,1
USA,Boxing Women's Middleweight,2
USA,"Cycling Women's Mountainbike, Cross-Country",1
USA,Cycling Women's Omnium,2
USA,Cycling Women's Team Pursuit,2
USA,Diving Men's Platform,2
USA,Diving Men's Synchronized Platform,2
USA,Diving Men's Synchronized Springboard,2
USA,Diving Women's Synchronized Springboard,1
USA,"Fencing Women's epee, Team",1
USA,Judo Women's Half-Heavyweight,2
USA,Judo Women's Lightweight,1
USA,Rowing Men's Coxless Fours,1
USA,Rowing Women's Quadruple Sculls,1
USA,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",1
USA,Swimming Women's 10 kilometres Open Water,1
USA,Swimming Women's 200 metres Freestyle,2
USA,Taekwondo Women's Welterweight,1
USA,Tennis Mixed Doubles,3
USA,"Wrestling Men's Heavyweight, Freestyle",2
USA,"Wrestling Men's Lightweight, Freestyle",1
UZB,Boxing Men's Middleweight,2
VEN,"Fencing Men's epee, Individual",1
MAR,Boxing Men's Welterweight,1
ARG,Hockey Men's Hockey,1
ARM,Weightlifting Men's Heavyweight,1
ARM,Weightlifting Men's Super-Heavyweight,1
ARM,"Wrestling Men's Welterweight, Greco-Roman",1
AUS,Archery Men's Team,1
AUS,"Canoeing Men's Kayak Doubles, 1,000 metres",1
AUS,Cycling Women's Keirin,1
AUS,Modern Pentathlon Women's Individual,1
AUS,Rugby Sevens Women's Rugby Sevens,1
AZE,Boxing Men's Light-Welterweight,1
AZE,"Canoeing Men's Canadian Singles, 200 metres",1
AZE,"Canoeing Women's Kayak Singles, 200 metres",1
AZE,Taekwondo Men's Heavyweight,1
AZE,Taekwondo Men's Welterweight,1
AZE,Taekwondo Women's Flyweight,1
AZE,"Wrestling Men's Featherweight, Freestyle",1
AZE,"Wrestling Men's Middleweight, Freestyle",1
AZE,"Wrestling Men's Super-Heavyweight, Greco-Roman",1
AZE,"Wrestling Men's Welterweight, Freestyle",1
AZE,"Wrestling Women's Featherweight, Freestyle",1
BDI,Athletics Women's 800 metres,1
BEL,Athletics Women's Heptathlon,1
BEL,Cycling Women's Omnium,1
BEL,Hockey Men's Hockey,1
BEL,Judo Men's Lightweight,1
BEL,Swimming Men's 100 metres Freestyle,1
BLR,Trampolining Men's Individual,1
BLR,Weightlifting Men's Middle-Heavyweight,1
BLR,"Wrestling Men's Super-Heavyweight, Freestyle",1
BLR,"Wrestling Women's Middleweight, Freestyle",1
BRA,Athletics Men's Pole Vault,1
BRA,Boxing Men's Lightweight,1
BRA,"Canoeing Men's Canadian Doubles, 1,000 metres",1
BRA,"Canoeing Men's Canadian Singles, 1,000 metres",1
BRA,"Canoeing Men's Canadian Singles, 200 metres",1
BRA,Gymnastics Men's Floor Exercise,2
BRA,Sailing Women's Skiff,1
BRA,"Shooting Men's Air Pistol, 10 metres",1
BRA,Swimming Women's 10 kilometres Open Water,1
BRA,Taekwondo Men's Heavyweight,1
BRN,"Athletics Women's 3,000 metres Steeplechase",1
BRN,Athletics Women's Marathon,1
BUL,Athletics Women's High Jump,1
BUL,"Wrestling Women's Flyweight, Freestyle",1
CAN,Athletics Men's 100 metres,1
CAN,Athletics Men's 200 metres,1
CAN,Athletics Men's 4 x 100 metres Relay,1
CAN,Athletics Men's Decathlon,1
CAN,Athletics Women's Heptathlon,1
CAN,Rugby Sevens Women's Rugby Sevens,1
CAN,Swimming Women's 100 metres Backstroke,1
CAN,Swimming Women's 100 metres Butterfly,1
CAN,Swimming Women's 100 metres Freestyle,1
CAN,Swimming Women's 200 metres Backstroke,1
CAN,Swimming Women's 4 x 100 metres Freestyle Relay,1
CAN,Swimming Women's 4 x 200 metres Freestyle Relay,1
CAN,"Wrestling Women's Heavyweight, Freestyle",1
CHN,Athletics Men's Triple Jump,1
CHN,Boxing Men's Flyweight,1
CHN,Boxing Women's Lightweight,1
CHN,Golf Women's Individual,1
CHN,Judo Men's Middleweight,1
CHN,Rowing Women's Single Sculls,1
CHN,Swimming Men's 100 metres Backstroke,1
CHN,Swimming Men's 200 metres Individual Medley,1
CHN,Swimming Women's 100 metres Backstroke,1
CHN,Swimming Women's 200 metres Breaststroke,1
CHN,Taekwondo Men's Flyweight,1
CHN,"Wrestling Women's Flyweight, Freestyle",1
CIV,Taekwondo Men's Welterweight,1
CIV,Taekwondo Women's Welterweight,1
COL,Boxing Men's Light-Flyweight,1
COL,Boxing Women's Flyweight,1
COL,Weightlifting Men's Lightweight,1
CRO,Athletics Women's Javelin Throw,1
CRO,Boxing Men's Super-Heavyweight,1
CRO,Rowing Men's Double Sculls,1
CRO,Rowing Men's Single Sculls,1
CRO,Sailing Men's One Person Dinghy,1
CRO,Sailing Men's Two Person Dinghy,1
CUB,Boxing Men's Light-Heavyweight,1
CUB,"Wrestling Men's Featherweight, Greco-Roman",1
CUB,"Wrestling Men's Heavyweight, Greco-Roman",1
CZE,"Canoeing Men's Kayak Singles, 1,000 metres",1
CZE,Judo Men's Half-Heavyweight,1
CZE,Tennis Mixed Doubles,1
CZE,Tennis Women's Singles,1
DEN,Athletics Women's 400 metres Hurdles,1
DEN,Badminton Men's Singles,1
DEN,Badminton Women's Doubles,1
DEN,"Canoeing Women's Kayak Singles, 500 metres",1
DEN,"Cycling Men's Road Race, Individual",1
DEN,Handball Men's Handball,1
DEN,Rowing Women's Coxless Pairs,1
DEN,Sailing Women's Skiff,1
DEN,Swimming Women's 4 x 100 metres Medley Relay,1
DEN,Swimming Women's 50 metres Freestyle,1
DEN,"Wrestling Men's Middleweight, Greco-Roman",1
EGY,Taekwondo Women's Featherweight,1
EGY,Weightlifting Men's Middleweight,1
EGY,Weightlifting Women's Light-Heavyweight,1
ESP,Athletics Men's 110 metres Hurdles,1
ESP,Athletics Women's High Jump,1
ESP,Badminton Women's Singles,1
ESP,Basketball Women's Basketball,1
ESP,"Canoeing Men's Kayak Doubles, 200 metres",1
ESP,"Canoeing Men's Kayak Singles, 1,000 metres",1
ESP,Rhythmic Gymnastics Women's Group,1
ESP,Swimming Women's 400 metres Individual Medley,1
ESP,Taekwondo Men's Featherweight,1
ESP,Taekwondo Women's Featherweight,1
ESP,Weightlifting Women's Heavyweight,1
EST,Rowing Men's Quadruple Sculls,1
ETH,"Athletics Women's 1,500 metres",1
FIJ,Rugby Sevens Men's Rugby Sevens,1
FIN,Boxing Women's Lightweight,1
FRA,Archery Men's Individual,1
FRA,Athletics Men's 110 metres Hurdles,1
FRA,Athletics Men's 200 metres,1
FRA,Athletics Men's Decathlon,1
FRA,Athletics Women's Discus Throw,1
FRA,Boxing Men's Light-Heavyweight,1
FRA,Boxing Men's Super-Heavyweight,1
FRA,Boxing Men's Welterweight,1
FRA,Boxing Women's Flyweight,1
FRA,Boxing Women's Lightweight,1
FRA,"Canoeing Men's Canadian Doubles, Slalom",1
FRA,"Canoeing Men's Kayak Singles, 200 metres",1
FRA,"Equestrianism Mixed Jumping, Team",1
FRA,"Equestrianism Mixed Three-Day Event, Individual",1
FRA,Handball Women's Handball,1
FRA,Judo Women's Heavyweight,1
FRA,Modern Pentathlon Women's Individual,1
FRA,Sailing Women's Two Person Dinghy,1
FRA,"Shooting Men's Rapid-Fire Pistol, 25 metres",1
FRA,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1
FRA,Swimming Men's 10 kilometres Open Water,1
GBR,Athletics Women's 4 x 100 metres Relay,1
GBR,Athletics Women's 4 x 400 metres Relay,1
GBR,Athletics Women's Hammer Throw,1
GBR,Badminton Men's Doubles,1
GBR,Diving Men's Springboard,1
GBR,Diving Men's Synchronized Springboard,1
GBR,"Equestrianism Mixed Jumping, Individual",1
GBR,Golf Men's Individual,1
GBR,Gymnastics Men's Floor Exercise,1
GBR,Gymnastics Men's Horizontal Bar,1
GBR,Gymnastics Men's Individual All-Around,1
GBR,Gymnastics Women's Floor Exercise,1
GBR,Rowing Women's Coxed Eights,1
GBR,Rugby Sevens Men's Rugby Sevens,1
GBR,Swimming Men's 100 metres Breaststroke,1
GBR,Swimming Men's 4 x 100 metres Medley Relay,1
GBR,Swimming Men's 4 x 200 metres Freestyle Relay,1
GBR,Swimming Women's 200 metres Individual Medley,1
GBR,Trampolining Women's Individual,1
GBR,Triathlon Women's Olympic Distance,1
GEO,Judo Men's Lightweight,1
GEO,Weightlifting Men's Super-Heavyweight,2
GER,Archery Women's Individual,1
GER,Athletics Men's Javelin Throw,1
GER,Beach Volleyball Women's Beach Volleyball,1
GER,Boxing Men's Light-Welterweight,1
GER,"Canoeing Men's Kayak Singles, 200 metres",1
GER,Cycling Women's Sprint,1
GER,Diving Men's Springboard,1
GER,Football Men's Football,1
GER,Gymnastics Women's Uneven Bars,1
GER,Sailing Men's Skiff,1
GER,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",1
GER,Table Tennis Women's Team,1
GER,Tennis Women's Singles,1
GER,"Wrestling Men's Light-Heavyweight, Greco-Roman",1
GRE,Athletics Women's Pole Vault,1
GRE,Sailing Men's Two Person Dinghy,1
GRE,"Shooting Women's Air Pistol, 10 metres",1
GRE,"Shooting Women's Sporting Pistol, 25 metres",1
GRE,Swimming Men's 10 kilometres Open Water,1
HUN,Athletics Women's Shot Put,1
HUN,"Fencing Men's epee, Individual",1
HUN,Swimming Men's 100 metres Butterfly,1
HUN,Swimming Women's 100 metres Backstroke,1
HUN,Swimming Women's 200 metres Backstroke,1
HUN,Swimming Women's 200 metres Individual Medley,1
HUN,Swimming Women's 400 metres Individual Medley,1
HUN,Swimming Women's 800 metres Freestyle,1
IND,"Wrestling Women's Lightweight, Freestyle",1
IOA,Shooting Men's Double Trap,1
IOA,Shooting Men's Skeet,1
IRI,Taekwondo Women's Featherweight,1
IRI,Weightlifting Men's Middle-Heavyweight,1
IRI,"Wrestling Men's Middleweight, Greco-Roman",1
IRL,Rowing Men's Lightweight Double Sculls,1
IRL,Sailing Women's One Person Dinghy,1
ISR,Judo Men's Heavyweight,1
ISR,Judo Women's Half-Middleweight,1
ITA,Beach Volleyball Men's Beach Volleyball,1
ITA,Cycling Men's Omnium,1
