求和项:Bronze,列标签,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
行标签,3x3 Basketball,3x3 Basketball Basketball,Aeronautics,Alpinism,Archery,Art Competitions,Artistic Gymnastics,Artistic Swimming,Athletics,Badminton,Baseball,Baseball/Softball,Basketball,Basque Pelota,Beach Volleyball,Boxing,Breaking,Canoe Slalom,Canoe Sprint,Canoeing,Cricket,Croquet,Cycling,Cycling BMX Freestyle,Cycling BMX Racing,Cycling Mountain Bike,Cycling Road,Cycling Road Cycling Mountain Bike,Cycling Road Cycling Track,Cycling Road Triathlon,Cycling Track,Diving,Equestrian,Equestrianism,Fencing,Figure Skating,Football,Golf,Gymnastics,Handball,Hockey,Ice Hockey,Jeu De Paume,Judo,Karate,Lacrosse,Marathon Swimming,Marathon Swimming Swimming,Modern Pentathlon,Motorboating,Polo,Racquets,Rhythmic Gymnastics,Roque,Rowing,Rugby,Rugby Sevens,Sailing,Shooting,Skateboarding,Softball,Sport Climbing,Surfing,Swimming,Synchronized Swimming,Table Tennis,Taekwondo,Tennis,Trampoline Gymnastics,Trampolining,Triathlon,Tug-Of-War,Volleyball,Water Polo,Weightlifting,Wrestling,总计
2008,,,,,0,,,,0,0,,,,,,0,,,,0,,,0,,,,,,,,,,,0,0,,,,0,0,,,,0,,,,,0,,,,0,,0,,,0,0,,,,,0,,0,,0,,,0,,0,,0,1,1
2012,,,,,0,,,,0,0,,,,,0,0,,,,1,,,0,,,,,,,,,,,0,0,,,,0,,,,,0,,,,,0,,,,0,,1,,,2,0,,,,,0,,0,0,0,,,0,,0,,1,1,6
2016,,,,,0,,,,1,0,,,,,0,0,,,,1,,,1,,,,,,,,,,,0,0,,,,0,0,,,,0,,,,,1,,,,,,1,,,0,0,,,,,0,,0,0,0,,,0,,0,,0,1,6
2020,0,,,,0,,0,,3,,,,,,0,0,,0,1,,,,,,,0,0,,,,0,,0,,0,,,0,,,,,,0,,,,,0,,,,,,0,,,0,0,0,,0,,0,,0,0,0,,,,,0,,0,1,5
2024,0,,,,0,,,,1,,,,,,0,0,,0,0,,,,,,,0,0,,,,0,0,0,,1,,,0,,,,,,0,,,0,,0,,,,,,1,,,0,0,,,1,,0,,0,,1,,,0,,0,,0,0,5
POR,,,,,0,0,0,,4,0,,,,,0,0,0,0,1,0,,,0,,,0,0,,,,0,0,0,3,1,,0,0,0,0,,,,4,,,0,,0,,,,0,,0,,,2,0,0,,,0,0,,0,0,0,0,0,0,,,0,0,0,15
1912,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0
1924,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,0,,,,,,,0,,1
1928,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,1
1932,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0
1936,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,1
1948,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,,0,,,,,,,,,,,,,1
1952,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,,,0,,,,,,0,,,1,0,,,,,0,,,,,,,,,,0,,,1
1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0
1960,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,0,,,0,0,,,,,0,,,,,,,,,,,0,0,0
1964,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,,0
1968,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0
1972,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,,,,,,,,0,0,0
1976,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,0,0
1980,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,0
1984,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,0,0,,,,,0,,,,,,,,,,,0,,2
1988,,,,,0,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,,0,,,,,0,,,,,0,,,,0,,,,,0,0,,,,,0,,,,,,,,,,,0,0,0
1992,,,,,0,,,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,0,,,,,,0,,,0,0,,,,,0,,,,0,,,,,,,,0,0
1996,,,,,0,,,,0,,,,,,0,,,,,0,,,0,,,,,,,,,,,0,0,,0,,0,,,,,0,,,,,0,,,,,,0,,,1,0,,,,,0,,,,0,,,,,,,0,0,1
2000,,,,,0,,,,1,0,,,,,0,,,,,0,,,0,,,,,,,,,,,0,0,,,,,,,,,1,,,,,,,,,,,,,,0,0,,,,,0,,,,0,,,,,,,,,2
2004,,,,,,,,,1,0,,,,,0,,,,,0,,,0,,,,,,,,,,,0,0,,0,,0,,,,,0,,,,,,,,,,,,,,0,0,,,,,0,,,,,,0,0,,,,,0,1
2008,,,,,0,,,,0,0,,,,,,,,,,0,,,0,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,0,,0,0,,,0,0,,,,,,0
2012,,,,,,,,,0,0,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,0,,,,,0,,,,,,,,,,,0,,,0,0,,,,,0,,0,,,,0,0,,,,,,0
2016,,,,,,,,,0,0,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,0,0,0,,,,,1,,,,,,,,,,,,,,0,0,,,,,0,,0,0,0,,0,0,,,,,,1
2020,,,,,,,0,,0,,,,,,,,,0,1,,,,,,,0,0,,,,0,,0,,,,,,,0,,,,1,,,0,,,,,,,,0,,,0,0,0,,,0,0,,0,0,0,0,,0,,,,,,2
2024,,,,,,,0,,0,,,,,,,,0,,0,,,,,,,0,0,,,,0,,0,,,,,,,,,,,1,,,0,,,,,,,,,,,0,0,0,,,0,0,,0,,0,0,,0,,,,,,1
PRK,,,,,0,,0,,0,,,,,,,4,,,,,,,0,,,,,,,,,1,,,,,0,,0,,,,,4,,,,,,,,,0,,0,,,,2,,,,,,0,3,,,,,,,1,,5,7,27
1972,,,,,0,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,1,,0,1,3
1976,,,,,0,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0
1980,,,,,0,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,0,2
1992,,,,,0,,,,0,,,,,,,1,,,,,,,0,,,,,,,,,0,,,,,,,0,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,2,,,,,,,,,1,1,5
1996,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,1,2
2000,,,,,0,,,,0,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,1,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,0,1,3
2004,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,0,0,1
2008,,,,,0,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,0,,,,,2,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,,,,,1,0,3
2012,,,,,0,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,,,,,1,1,2
2016,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,0,0,2
2024,,,,,,,0,,0,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,2,4
PUR,,,,,0,,,,2,,0,,0,,0,5,,,,,,,0,,,,,,,,,0,0,0,0,,,0,0,,,,,0,,,,,,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,,,0,,0,,0,1,8
1948,,,,,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1
1952,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,0
1956,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0
1960,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,,0
1964,,,,,,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,,0
1968,,,,,,,,,0,,,,0,,,0,,,,,,,0,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,,0
1972,,,,,0,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,0,,0
1976,,,,,0,,,,0,,,,0,,,1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,0,1
1980,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1984,,,,,0,,,,0,,,,,,,1,,,,,,,0,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,0,,,,,,,,,,,0,0,1
1988,,,,,0,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,0,,,,,,,,,,,0,0,0
1992,,,,,,,,,0,,0,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,0,0,,,,,0,,,,0,,,,,,,0,0,1
1996,,,,,0,,,,0,,,,0,,,1,,,,,,,0,,,,,,,,,0,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,0,0,1
2000,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,,0
2004,,,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,,,,0,,0,,,,,0,,,,,0,,,,,,,,,,,,,,0,0,,,,,0,0,,0,0,,,,,,,,0,0
2008,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,0,,,,,,,,0,,0
2012,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,0,1
2016,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,0,0,0,,,0,,0,,0,0,0
2020,,,,,,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,0,,,,,,,,,,,0,,,0,0,0,,,,0,,0,0,,,,,,,,,0,0
2024,,,,,0,,,,1,,,,0,,,0,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,,0,0,0,,,,0,,0,,,,,,,,,,1,2
QAT,,,,,0,,,,3,,,,,,1,0,,,,,,,,,,,,,,,,,,0,0,,0,,,0,,,,0,,,,,,,,,,,0,,,0,1,,,,,0,,0,0,,,,,,,,1,,6
1984,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0
1988,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0
1992,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1996,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,0
2000,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,,,,,,,,,1,,1
2004,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,,0
2008,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,,,,,,,,,,0
2012,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,,0,,,,,,,,,,,2
2016,,,,,,,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,0,,,,,,,,,,,,,,,0,,,,,0,,0,,,,,,,,,0,,0
2020,,,,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,0,,,,,0,,,,,,,,,,,0,,1
2024,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,,1
RHO,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0
1960,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0
ROC,0,,,,0,,4,0,0,0,,,,,0,4,,0,0,,,,,0,0,0,0,,,,2,1,0,,1,,,,,0,,,,3,,,0,,0,,,,0,,0,,0,0,2,,,0,,1,,0,1,0,0,,0,,0,0,0,4,23
2020,0,,,,0,,4,0,0,0,,,,,0,4,,0,0,,,,,0,0,0,0,,,,2,1,0,,1,,,,,0,,,,3,,,0,,0,,,,0,,0,,0,0,2,,,0,,1,,0,1,0,0,,0,,0,0,0,4,23
ROT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2016,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
ROU,0,,,,0,0,1,,10,0,,,0,,,15,,,0,14,,,0,,,0,0,,,,,0,,1,7,,0,,25,3,,,,3,,,,,0,,,,0,,9,1,,0,5,,,,,5,,0,,0,,,0,,1,0,4,18,122
1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0
1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,0,,,,,,,,,1
1928,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1932,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1936,,,,,,0,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0
1952,,,,,,,,,0,,,,0,,,1,,,,0,,,0,,,,,,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,0,,,,1,,,,,0,,,,,,,,,,0,0,0,2
1956,,,,,,,,,0,,,,,,,1,,,,0,,,,,,,,,,,,,,0,0,,,,2,,,,,,,,,,0,,,,,,,,,,1,,,,,0,,,,,,,,,,0,,1,5
1960,,,,,,,,,1,,,,,,,1,,,,1,,,0,,,,,,,,,,,0,1,,,,1,,,,,,,,,,,,,,,,0,,,,0,,,,,0,,,,,,,,,,0,0,1,6
1964,,,,,,,,,1,,,,,,,0,,,,3,,,0,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,0,0,0,2,6
1968,,,,,,,,,0,,,,,,,1,,,,1,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,0,,,,,,,,,,,,2,5
1972,,,,,,,,,0,,,,,,,0,,,,1,,,0,,,,,,,,,0,,,1,,,,0,1,,,,,,,,,0,,,,,,1,,,,1,,,,,0,,,,,,,,,0,0,0,2,7
1976,,,,,,,,,1,,,,,,,3,,,,2,,,,,,,,,,,,,,,1,,,,3,0,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,0,0,3,14
1980,,,,,0,,,,0,,,,,,,2,,,,2,,,0,,,,,,,,,0,,1,0,,,,2,1,,,,0,,,,,0,,,,,,2,,,0,0,,,,,0,,,,,,,,,1,0,0,2,13
1984,,,,,,,,,4,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,2,1,,,,2,,,,,,,,,0,,0,,,,0,,,,,1,,,,,,,,,,,1,3,17
1988,,,,,,,,,0,,,,,,,0,,,,0,,,,,,,,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,2,,,,0,,,,,1,,,,,,,,,,,0,0,6
1992,,,,,,,,,0,0,,,,,,1,,,,0,,,,,,,,,,,,0,,,1,,,,2,0,,,,0,,,,,0,,,,0,,1,,,,1,,,,,0,,0,,0,,,,,,,1,1,8
1996,,,,,,,,,0,,,,,,,2,,,,1,,,,,,,,,,,,0,,,0,,,,4,,,,,0,,,,,0,,,,0,,0,,,0,0,,,,,0,,0,,0,,,,,,0,1,0,8
2000,,,,,,,,,2,,,,,,,1,,,,2,,,,,,,,,,,,0,,,0,,,,1,0,,,,1,,,,,0,,,,,,0,,,,1,,,,,1,,0,,0,,,,,,,0,0,9
2004,,,,,,,,,1,,,,,,,1,,,,0,,,0,,,,,,,,,0,,0,0,,,,3,,,,,0,,,,,,,,,,,0,,,,0,,,,,1,,0,,0,,,,,,,0,0,6
2008,,,,,0,,,,0,,,,,,,0,,,,0,,,,,,,,,,,,0,,,1,,,,1,0,,,,0,,,,,,,,,,,1,,,,0,,,,,0,,0,,0,,,,,,,0,0,3
2012,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,,,,0,,,,1,,,,,0,,,,,,,,,,,0,,,,0,,,,,0,,0,,0,,,,,,0,1,0,2
2016,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,,,0,0,,,,0,,,,,,,,,0,,1,,,,0,,,,,0,,0,,0,,,,,,,0,1,2
2020,0,,,,0,,0,,0,,,,,,,0,,,0,,,,,,,0,0,,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,0,,,,0,,,,,0,,0,,0,,,0,,,,,0,0
2024,,,,,0,,1,,0,,,,,,,0,,,0,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0,,,0,,,,,,1,,0,,0,,,0,,,0,0,0,2
RSA,,,,,0,1,0,0,6,0,0,,,,0,9,,,0,1,,,3,0,0,1,0,,,,0,0,0,0,0,,0,0,0,,0,,,0,,,0,,0,,,,0,,1,,2,0,0,0,,0,0,6,0,0,0,1,,,1,0,,0,0,0,32
1904,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0
1908,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0
1912,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,0
1920,,,,,,,,,1,,,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,1,,,,,,,,0,3
1924,,,,,,0,,,1,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,1
1928,,,,,,,,,0,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,1,,,,,,,,,,,,0,2
1932,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1,,,,,,,,,,,,,3
1936,,,,,,0,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0
1948,,,,,,1,,,0,,,,,,,1,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,0,,,,,,,,,,,0,0,2
1952,,,,,,,,,0,,,,,,,3,,,,,,,1,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,0,,,0,0,,,,,0,,,,,,,,,,0,0,0,4
1956,,,,,,,,,0,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,0,0,,,,,1,,,,,,,,,,,0,0,4
1960,,,,,,,,,1,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,0,,,0,0,,,,,0,,,,,,,,,,0,0,0,2
1992,,,,,0,,,,0,0,,,,,,0,,,,0,,,0,,,,,,,,,0,,0,0,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,,,0,0,0,,0,,,,,,,0,0,0
1996,,,,,0,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,,,,0,,,0,0,,,,,1,,,,0,,,,,,,,0,1
2000,,,,,0,,,,2,,0,,,,,0,,,,0,,,0,,,,,,,,,,,,,,0,,,,0,,,0,,,,,0,,,,,,0,,,0,0,,,,,1,,,,0,,,0,,,,,0,3
2004,,,,,0,,,,0,0,,,,,0,0,,,,0,,,0,,,,,,,,,0,,,0,,,,0,,0,,,0,,,,,,,,,0,,1,,,0,0,,,,,1,,,0,,,,0,,,,,0,2
2008,,,,,0,,,,0,0,,,,,0,0,,,,0,,,0,,,,,,,,,0,,,0,,,,,,0,,,0,,,,,,,,,0,,0,,,0,0,,,,,0,,,,0,,,0,,,,0,0,0
2012,,,,,0,,,,0,0,,,,,0,0,,,,1,,,0,,,,,,,,,,,0,,,0,,,,0,,,0,,,,,,,,,,,0,,,0,0,,,,,0,,,,,,,0,,,,0,,1
2016,,,,,,,,,0,0,,,,,,,,,,0,,,0,,,,,,,,,0,,0,,,0,0,0,,,,,0,,,,,,,,,,,0,,1,0,,,,,,0,,,,,,,1,,,,,,2
2020,,,,,,,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,0,0,0,,,,0,0,,,0,,,0,,,0,,,,,,,,0,,0,0,,0,,0,0,0,,,,,,,0,,,0,,,0
2024,,,,,0,,0,,0,0,,,,,,,,,0,,,,,0,0,1,0,,,,0,0,0,,0,,,0,,,0,,,0,,,,,,,,,,,0,,1,,,0,,0,0,0,,,,,,,0,,,,,0,2
RUS,,,,,1,0,,,24,1,,,3,,0,15,,,,8,,,9,,,,,,,,,6,,0,8,0,0,0,19,1,,,,7,,,,,0,,,,2,,3,,,2,12,,,,,9,0,0,2,2,,0,0,,2,3,10,15,164
1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1908,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1912,,,,,,0,,,0,,,,,,,,,,,,,,0,,,,,,,,,0,,0,0,,0,,0,,,,,,,,,,0,,,,,,1,,,1,1,,,,,0,,,,0,,,,,,,,0,3
1924,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1996,,,,,0,,,,1,0,,,0,,,3,,,,1,,,0,,,,,,,,,0,,,1,,,,3,0,,,,0,,,,,0,,,,1,,1,,,0,1,,,,,2,0,0,,0,,,,,0,0,0,2,16
2000,,,,,0,,,,6,0,,,0,,0,2,,,,0,,,2,,,,,,,,,2,,0,1,,,,5,0,,,,2,,,,,0,,,,1,,1,,,0,2,,,,,1,0,0,0,0,,0,0,,0,1,2,1,29
2004,,,,,0,,,,6,0,,,1,,,3,,,,2,,,1,,,,,,,,,2,,0,3,,,,2,1,,,,3,,,,,0,,,,0,,0,,,0,3,,,,,0,0,0,0,0,,0,0,,1,1,4,3,36
2008,,,,,1,,,,6,0,,,1,,0,1,,,,1,,,3,,,,,,,,,2,,0,0,,,,2,0,,,,0,,,,,0,,,,0,,0,,,0,2,,,,,2,0,0,,1,,0,0,,1,0,3,2,28
2012,,,,,0,,,,5,1,,,1,,0,3,,,,2,,,2,,,,,,,,,0,,0,1,,,,4,0,,,,1,,,,,0,,,,0,,0,,,0,1,,,,,2,0,0,2,1,,0,0,,0,0,1,5,32
2016,,,,,0,,,,0,0,,,,,0,3,,,,2,,,1,,,,,,,,,0,,0,2,,,0,3,0,,,,1,,,,,0,,,,0,,0,,,1,2,,,,,2,0,0,0,0,,0,0,,0,1,,2,20
RWA,,,,,,,,,0,,,,,,,,,,,,,,0,,,,0,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
