求和项:Gold,列标签,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
行标签,3x3 Basketball,3x3 Basketball Basketball,Aeronautics,Alpinism,Archery,Art Competitions,Artistic Gymnastics,Artistic Swimming,Athletics,Badminton,Baseball,Baseball/Softball,Basketball,Basque Pelota,Beach Volleyball,Boxing,Breaking,Canoe Slalom,Canoe Sprint,Canoeing,Cricket,Croquet,Cycling,Cycling BMX Freestyle,Cycling BMX Racing,Cycling Mountain Bike,Cycling Road,Cycling Road Cycling Mountain Bike,Cycling Road Cycling Track,Cycling Road Triathlon,Cycling Track,Diving,Equestrian,Equestrianism,Fencing,Figure Skating,Football,Golf,Gymnastics,Handball,Hockey,Ice Hockey,Jeu De Paume,Judo,Karate,Lacrosse,Marathon Swimming,Marathon Swimming Swimming,Modern Pentathlon,Motorboating,Polo,Racquets,Rhythmic Gymnastics,Roque,Rowing,Rugby,Rugby Sevens,Sailing,Shooting,Skateboarding,Softball,Sport Climbing,Surfing,Swimming,Synchronized Swimming,Table Tennis,Taekwondo,Tennis,Trampoline Gymnastics,Trampolining,Triathlon,Tug-Of-War,Volleyball,Water Polo,Weightlifting,Wrestling,总计
1976,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,0,0
1980,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,0
1984,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,0,0,,,,,0,,,,,,,,,,,0,,1
1988,,,,,0,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,,0,,,,,0,,,,,0,,,,0,,,,,0,0,,,,,0,,,,,,,,,,,0,0,1
1992,,,,,0,,,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,0,,,,,,0,,,0,0,,,,,0,,,,0,,,,,,,,0,0
1996,,,,,0,,,,1,,,,,,0,,,,,0,,,0,,,,,,,,,,,0,0,,0,,0,,,,,0,,,,,0,,,,,,0,,,0,0,,,,,0,,,,0,,,,,,,0,0,1
2000,,,,,0,,,,0,0,,,,,0,,,,,0,,,0,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,,,0,,,,0,,,,,,,,,0
2004,,,,,,,,,0,0,,,,,0,,,,,0,,,0,,,,,,,,,,,0,0,,0,,0,,,,,0,,,,,,,,,,,,,,0,0,,,,,0,,,,,,0,0,,,,,0,0
2008,,,,,0,,,,1,0,,,,,,,,,,0,,,0,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,0,,0,0,,,0,0,,,,,,1
2012,,,,,,,,,0,0,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,0,,,,,0,,,,,,,,,,,0,,,0,0,,,,,0,,0,,,,0,0,,,,,,0
2016,,,,,,,,,0,0,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,0,0,,,,,0,,0,0,0,,0,0,,,,,,0
2020,,,,,,,0,,1,,,,,,,,,0,0,,,,,,,0,0,,,,0,,0,,,,,,,0,,,,0,,,0,,,,,,,,0,,,0,0,0,,,0,0,,0,0,0,0,,0,,,,,,1
2024,,,,,,,0,,0,,,,,,,,0,,0,,,,,,,0,0,,,,1,,0,,,,,,,,,,,0,,,0,,,,,,,,,,,0,0,0,,,0,0,,0,,0,0,,0,,,,,,1
PRK,,,,,0,,0,,0,,,,,,,2,,,,,,,0,,,,,,,,,0,,,,,0,,3,,,,,2,,,,,,,,,0,,0,,,,1,,,,,,0,0,,,,,,,0,,5,3,16
1972,,,,,0,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,0,,0,0,1
1976,,,,,0,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,1
1980,,,,,0,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0
1992,,,,,0,,,,0,,,,,,,1,,,,,,,0,,,,,,,,,0,,,,,,,1,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,0,,,,,,,,,0,2,4
1996,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,1,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,0,1,2
2000,,,,,0,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,0,0,0
2004,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,0,0,0
2008,,,,,0,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,1,,,,,0,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,,,,,1,0,2
2012,,,,,0,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,,,,,3,0,4
2016,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,0,2
2024,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0
PUR,,,,,0,,,,1,,0,,0,,0,0,,,,,,,0,,,,,,,,,0,0,0,0,,,0,0,,,,,0,,,,,,,,,,,0,,,0,0,0,0,,,0,0,0,0,1,,,0,,0,,0,0,2
1948,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0
1952,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,0
1956,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0
1960,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,,0
1964,,,,,,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,,0
1968,,,,,,,,,0,,,,0,,,0,,,,,,,0,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,,0
1972,,,,,0,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,0,,0
1976,,,,,0,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,0,0
1980,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1984,,,,,0,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,0,,,,,,,,,,,0,0,0
1988,,,,,0,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,0,,,,,,,,,,,0,0,0
1992,,,,,,,,,0,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,0,0,,,,,0,,,,0,,,,,,,0,0,0
1996,,,,,0,,,,0,,,,0,,,0,,,,,,,0,,,,,,,,,0,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,0,0,0
2000,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,,0
2004,,,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,,,,0,,0,,,,,0,,,,,0,,,,,,,,,,,,,,0,0,,,,,0,0,,0,0,,,,,,,,0,0
2008,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,0,,,,,,,,0,,0
2012,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,0,0
2016,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,0,0,1,,,0,,0,,0,0,1
2020,,,,,,,,,1,,,,0,,,0,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,0,,,,,,,,,,,0,,,0,0,0,,,,0,,0,0,,,,,,,,,0,1
2024,,,,,0,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,,0,0,0,,,,0,,0,,,,,,,,,,0,0
QAT,,,,,0,,,,1,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,,0,,,0,,,,0,,,,,,,,,,,0,,,0,0,,,,,0,,0,0,,,,,,,,1,,2
1984,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0
1988,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0
1992,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1996,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,0
2000,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,,,,,,,,,0,,0
2004,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,,0
2008,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,,,,,,,,,,0
2012,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,,,,,,,,,,,0
2016,,,,,,,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,0,,,,,,,,,,,,,,,0,,,,,0,,0,,,,,,,,,0,,0
2020,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,0,,,,,0,,,,,,,,,,,1,,2
2024,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,,0
RHO,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0
1960,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0
ROC,0,,,,0,,2,2,1,0,,,,,0,1,,0,0,,,,,0,0,0,0,,,,0,0,0,,3,,,,,0,,,,0,,,0,,0,,,,0,,0,,0,0,2,,,0,,2,,0,2,1,0,,0,,0,0,0,4,20
2020,0,,,,0,,2,2,1,0,,,,,0,1,,0,0,,,,,0,0,0,0,,,,0,0,0,,3,,,,,0,,,,0,,,0,,0,,,,0,,0,,0,0,2,,,0,,2,,0,2,1,0,,0,,0,0,0,4,20
ROT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2016,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
ROU,0,,,,0,0,0,,11,0,,,0,,,1,,,0,10,,,0,,,0,0,,,,,0,,0,4,,0,,24,0,,,,1,,,,,0,,,,0,,22,0,,0,6,,,,,4,,0,,0,,,0,,0,0,2,7,92
1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0
1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,0,,,,,,,,,0
1928,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1932,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1936,,,,,,0,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0
1952,,,,,,,,,0,,,,0,,,0,,,,0,,,0,,,,,,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,0,,,,1,,,,,0,,,,,,,,,,0,0,0,1
1956,,,,,,,,,0,,,,,,,1,,,,3,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,,,0,,,,,,,,,,1,,,,,0,,,,,,,,,,0,,0,5
1960,,,,,,,,,1,,,,,,,0,,,,0,,,0,,,,,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,0,,,,1,,,,,0,,,,,,,,,,0,0,1,3
1964,,,,,,,,,2,,,,,,,0,,,,0,,,0,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,0,0,0,0,2
1968,,,,,,,,,2,,,,,,,0,,,,1,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,0,,,,,,,,,,,,0,4
1972,,,,,,,,,0,,,,,,,0,,,,1,,,0,,,,,,,,,0,,,0,,,,0,0,,,,,,,,,0,,,,,,0,,,,0,,,,,0,,,,,,,,,0,0,0,2,3
1976,,,,,,,,,0,,,,,,,0,,,,1,,,,,,,,,,,,,,,0,,,,3,0,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,0,0,0,4
1980,,,,,0,,,,0,,,,,,,0,,,,1,,,0,,,,,,,,,0,,0,0,,,,2,0,,,,0,,,,,0,,,,,,1,,,0,1,,,,,0,,,,,,,,,0,0,0,1,6
1984,,,,,,,,,3,,,,,,,0,,,,2,,,,,,,,,,,,,,,0,,,,4,0,,,,0,,,,,,,,,0,,6,,,,0,,,,,0,,,,,,,,,,,2,2,19
1988,,,,,,,,,1,,,,,,,0,,,,0,,,,,,,,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,1,,,,1,,,,,0,,,,,,,,,,,0,1,7
1992,,,,,,,,,0,0,,,,,,0,,,,0,,,,,,,,,,,,0,,,0,,,,2,0,,,,0,,,,,0,,,,0,,2,,,,0,,,,,0,,0,,0,,,,,,,0,0,4
1996,,,,,,,,,0,,,,,,,0,,,,0,,,,,,,,,,,,0,,,1,,,,1,,,,,0,,,,,0,,,,0,,2,,,0,0,,,,,0,,0,,0,,,,,,0,0,0,4
2000,,,,,,,,,1,,,,,,,0,,,,1,,,,,,,,,,,,0,,,1,,,,3,0,,,,0,,,,,0,,,,,,3,,,,0,,,,,2,,0,,0,,,,,,,0,0,11
2004,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,0,,0,0,,,,4,,,,,0,,,,,,,,,,,3,,,,0,,,,,1,,0,,0,,,,,,,0,0,8
2008,,,,,0,,,,1,,,,,,,0,,,,0,,,,,,,,,,,,0,,,0,,,,1,0,,,,1,,,,,,,,,,,1,,,,0,,,,,0,,0,,0,,,,,,,0,0,4
2012,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,,,,0,,,,1,,,,,0,,,,,,,,,,,0,,,,1,,,,,0,,0,,0,,,,,,0,0,0,2
2016,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,1,,,,0,0,,,,0,,,,,,,,,0,,0,,,,0,,,,,0,,0,,0,,,,,,,0,0,1
2020,0,,,,0,,0,,0,,,,,,,0,,,0,,,,,,,0,0,,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,1,,,,0,,,,,0,,0,,0,,,0,,,,,0,1
2024,,,,,0,,0,,0,,,,,,,0,,,0,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,2,,,0,,,,,,1,,0,,0,,,0,,,0,0,0,3
RSA,,,,,0,0,0,0,8,0,0,,,,0,6,,,0,0,,,1,0,0,0,0,,,,0,0,0,0,0,,0,0,0,,0,,,0,,,0,,0,,,,0,,1,,0,0,0,0,,0,0,8,0,0,0,3,,,0,0,,0,0,0,27
1904,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0
1908,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1
1912,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,2,,,,,,,,,4
1920,,,,,,,,,1,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,1,,,,,,,,0,3
1924,,,,,,0,,,0,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,1
1928,,,,,,,,,1,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,0,,,,,,,,,,,,0,1
1932,,,,,,,,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,2
1936,,,,,,0,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0
1948,,,,,,0,,,0,,,,,,,2,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,0,,,,,,,,,,,0,0,2
1952,,,,,,,,,1,,,,,,,0,,,,,,,0,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,0,,,0,0,,,,,1,,,,,,,,,,0,0,0,2
1956,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,0,0
1960,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,0,,,0,0,,,,,0,,,,,,,,,,0,0,0,0
1992,,,,,0,,,,0,0,,,,,,0,,,,0,,,0,,,,,,,,,0,,0,0,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,,,0,0,0,,0,,,,,,,0,0,0
1996,,,,,0,,,,1,,,,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,,,,0,,,0,0,,,,,2,,,,0,,,,,,,,0,3
2000,,,,,0,,,,0,,0,,,,,0,,,,0,,,0,,,,,,,,,,,,,,0,,,,0,,,0,,,,,0,,,,,,0,,,0,0,,,,,0,,,,0,,,0,,,,,0,0
2004,,,,,0,,,,0,0,,,,,0,0,,,,0,,,0,,,,,,,,,0,,,0,,,,0,,0,,,0,,,,,,,,,0,,0,,,0,0,,,,,1,,,0,,,,0,,,,,0,1
2008,,,,,0,,,,0,0,,,,,0,0,,,,0,,,0,,,,,,,,,0,,,0,,,,,,0,,,0,,,,,,,,,0,,0,,,0,0,,,,,0,,,,0,,,0,,,,0,0,0
2012,,,,,0,,,,0,0,,,,,0,0,,,,0,,,0,,,,,,,,,,,0,,,0,,,,0,,,0,,,,,,,,,,,1,,,0,0,,,,,2,,,,,,,0,,,,0,,3
2016,,,,,,,,,2,0,,,,,,,,,,0,,,0,,,,,,,,,0,,0,,,0,0,0,,,,,0,,,,,,,,,,,0,,0,0,,,,,,0,,,,,,,0,,,,,,2
2020,,,,,,,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,0,0,0,,,,0,0,,,0,,,0,,,0,,,,,,,,0,,0,0,,0,,0,0,1,,,,,,,0,,,0,,,1
2024,,,,,0,,0,,0,0,,,,,,,,,0,,,,,0,0,0,0,,,,0,0,0,,0,,,0,,,0,,,0,,,,,,,,,,,0,,0,,,0,,0,0,1,,,,,,,0,,,,,0,1
RUS,,,,,0,0,,,26,0,,,0,,0,10,,,,2,,,5,,,,,,,,,4,,0,13,1,0,0,10,2,,,,5,,,,,4,,,,10,,1,,,0,7,,,,,5,10,0,0,3,,2,0,,1,0,3,29,153
1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1908,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
1912,,,,,,0,,,0,,,,,,,,,,,,,,0,,,,,,,,,0,,0,0,,0,,0,,,,,,,,,,0,,,,,,0,,,0,0,,,,,0,,,,0,,,,,,,,0,0
1924,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1996,,,,,0,,,,3,0,,,0,,,1,,,,0,,,1,,,,,,,,,1,,,4,,,,3,0,,,,0,,,,,0,,,,0,,0,,,0,3,,,,,4,0,0,,0,,,,,0,0,2,4,26
2000,,,,,0,,,,3,0,,,0,,0,2,,,,0,,,1,,,,,,,,,2,,0,3,,,,5,1,,,,0,,,,,1,,,,2,,0,,,0,1,,,,,0,2,0,0,1,,2,0,,0,0,0,6,32
2004,,,,,0,,,,6,0,,,0,,,3,,,,0,,,3,,,,,,,,,0,,0,1,,,,0,0,,,,0,,,,,1,,,,2,,1,,,0,3,,,,,0,2,0,0,0,,0,0,,0,0,1,5,28
2008,,,,,0,,,,6,0,,,0,,0,2,,,,1,,,0,,,,,,,,,0,,0,1,,,,0,0,,,,0,,,,,1,,,,2,,0,,,0,0,,,,,1,2,0,,1,,0,0,,0,0,0,6,23
2012,,,,,0,,,,8,0,,,0,,0,1,,,,1,,,0,,,,,,,,,1,,0,0,,,,1,0,,,,3,,,,,0,,,,2,,0,,,0,0,,,,,0,2,0,0,0,,0,0,,1,0,0,4,24
2016,,,,,0,,,,0,0,,,,,0,1,,,,0,,,0,,,,,,,,,0,,0,4,,,0,1,1,,,,2,,,,,1,,,,2,,0,,,0,0,,,,,0,2,0,0,1,,0,0,,0,0,,4,19
RWA,,,,,,,,,0,,,,,,,,,,,,,,0,,,,0,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
1984,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1988,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1992,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1996,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2000,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2004,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2008,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2012,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2016,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2020,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2024,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
SAA,,,,,,,,,0,,,,,,,0,,,,0,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,0,,,,,,,,,,,,0,0
1952,,,,,,,,,0,,,,,,,0,,,,0,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,0,,,,,,,,,,,,0,0
SAM,,,,,0,,,,0,,,,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,0,,,,,,,,0,0,0
1984,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1988,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1992,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1996,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2000,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2004,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2008,,,,,0,,,,0,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
