NOC,Year,Sport,Event,Host,Bronze,Gold,Silver,Country,Tier
URS,1952,Shooting,Shooting Men's Small-Bore Rifle Three Positions 50 metres,FIN,1.0,0.0,0,Russia,4
URS,1952,Weightlifting,Weightlifting Men's Bantamweight,FIN,0.0,1.0,0,Russia,4
URS,1952,Weightlifting,Weightlifting Men's Featherweight,FIN,0.0,1.0,1,Russia,4
URS,1952,Weightlifting,Weightlifting Men's Light-Heavyweight,FIN,1.0,1.0,0,Russia,4
URS,1952,Weightlifting,Weightlifting Men's Lightweight,FIN,0.0,0.0,1,Russia,4
URS,1952,Weightlifting,Weightlifting Men's Middle-Heavyweight,FIN,0.0,0.0,1,Russia,4
URS,1952,Wrestling,Wrestling Men's Bantamweight Freestyle,FIN,0.0,0.0,1,Russia,4
URS,1952,Wrestling,Wrestling Men's Bantamweight Greco-Roman,FIN,1.0,0.0,0,Russia,4
URS,1952,Wrestling,Wrestling Men's Featherweight Greco-Roman,FIN,0.0,1.0,0,Russia,4
URS,1952,Wrestling,Wrestling Men's Flyweight Greco-Roman,FIN,0.0,1.0,0,Russia,4
URS,1952,Wrestling,Wrestling Men's Heavyweight Freestyle,FIN,0.0,1.0,0,Russia,4
URS,1952,Wrestling,Wrestling Men's Heavyweight Greco-Roman,FIN,0.0,1.0,0,Russia,4
URS,1952,Wrestling,Wrestling Men's Light-Heavyweight Greco-Roman,FIN,0.0,0.0,1,Russia,4
URS,1952,Wrestling,Wrestling Men's Lightweight Greco-Roman,FIN,0.0,1.0,0,Russia,4
URS,1952,Wrestling,Wrestling Men's Middleweight Freestyle,FIN,0.0,1.0,0,Russia,4
URS,1952,Wrestling,Wrestling Men's Middleweight Greco-Roman,FIN,1.0,0.0,0,Russia,4
URS,1956,Athletics,Athletics Men's 10000 metres,AUS,0.0,1.0,0,Russia,4
URS,1956,Athletics,Athletics Men's 20 kilometres Walk,AUS,1.0,1.0,1,Russia,4
URS,1956,Athletics,Athletics Men's 4 x 100 metres Relay,AUS,0.0,0.0,1,Russia,4
URS,1956,Athletics,Athletics Men's 400 metres,AUS,1.0,0.0,0,Russia,4
URS,1956,Athletics,Athletics Men's 5000 metres,AUS,0.0,1.0,0,Russia,4
URS,1956,Athletics,Athletics Men's 50 kilometres Walk,AUS,0.0,0.0,1,Russia,4
URS,1956,Athletics,Athletics Men's Decathlon,AUS,1.0,0.0,0,Russia,4
URS,1956,Athletics,Athletics Men's Hammer Throw,AUS,1.0,0.0,1,Russia,4
URS,1956,Athletics,Athletics Men's High Jump,AUS,1.0,0.0,0,Russia,4
URS,1956,Athletics,Athletics Men's Javelin Throw,AUS,1.0,0.0,0,Russia,4
URS,1956,Athletics,Athletics Men's Triple Jump,AUS,1.0,0.0,0,Russia,4
URS,1956,Athletics,Athletics Women's Discus Throw,AUS,1.0,0.0,1,Russia,4
URS,1956,Athletics,Athletics Women's High Jump,AUS,0.0,0.0,1,Russia,4
URS,1956,Athletics,Athletics Women's Javelin Throw,AUS,1.0,1.0,0,Russia,4
URS,1956,Athletics,Athletics Women's Long Jump,AUS,1.0,0.0,0,Russia,4
URS,1956,Athletics,Athletics Women's Shot Put,AUS,0.0,1.0,1,Russia,4
URS,1956,Basketball,Basketball Men's Basketball,AUS,0.0,0.0,1,Russia,4
URS,1956,Boxing,Boxing Men's Featherweight,AUS,0.0,1.0,0,Russia,4
URS,1956,Boxing,Boxing Men's Heavyweight,AUS,0.0,0.0,1,Russia,4
URS,1956,Boxing,Boxing Men's Light-Heavyweight,AUS,1.0,0.0,0,Russia,4
URS,1956,Boxing,Boxing Men's Lightweight,AUS,1.0,0.0,0,Russia,4
URS,1956,Boxing,Boxing Men's Light-Welterweight,AUS,0.0,1.0,0,Russia,4
URS,1956,Boxing,Boxing Men's Middleweight,AUS,0.0,1.0,0,Russia,4
URS,1956,Canoeing,Canoeing Men's Canadian Doubles 1000 metres,AUS,0.0,0.0,1,Russia,4
URS,1956,Canoeing,Canoeing Men's Canadian Doubles 10000 metres,AUS,0.0,1.0,0,Russia,4
URS,1956,Canoeing,Canoeing Men's Canadian Singles 1000 metres,AUS,1.0,0.0,0,Russia,4
URS,1956,Canoeing,Canoeing Men's Canadian Singles 10000 metres,AUS,1.0,0.0,0,Russia,4
URS,1956,Canoeing,Canoeing Men's Kayak Doubles 1000 metres,AUS,0.0,0.0,1,Russia,4
URS,1956,Canoeing,Canoeing Men's Kayak Singles 1000 metres,AUS,0.0,0.0,1,Russia,4
URS,1956,Canoeing,Canoeing Women's Kayak Singles 500 metres,AUS,0.0,1.0,0,Russia,4
URS,1956,Fencing,Fencing Men's Sabre Individual,AUS,1.0,0.0,0,Russia,4
URS,1956,Fencing,Fencing Men's Sabre Team,AUS,1.0,0.0,0,Russia,4
URS,1956,Football,Football Men's Football,AUS,0.0,1.0,0,Russia,4
URS,1956,Gymnastics,Gymnastics Men's Floor Exercise,AUS,0.0,1.0,1,Russia,4
URS,1956,Gymnastics,Gymnastics Men's Horizontal Bar,AUS,0.0,0.0,1,Russia,4
URS,1956,Gymnastics,Gymnastics Men's Horse Vault,AUS,1.0,1.0,0,Russia,4
URS,1956,Gymnastics,Gymnastics Men's Individual All-Around,AUS,1.0,1.0,0,Russia,4
URS,1956,Gymnastics,Gymnastics Men's Parallel Bars,AUS,0.0,1.0,0,Russia,4
URS,1956,Gymnastics,Gymnastics Men's Pommelled Horse,AUS,1.0,1.0,0,Russia,4
URS,1956,Gymnastics,Gymnastics Men's Rings,AUS,0.0,1.0,1,Russia,4
URS,1956,Gymnastics,Gymnastics Men's Team All-Around,AUS,0.0,1.0,0,Russia,4
URS,1956,Gymnastics,Gymnastics Women's Balance Beam,AUS,0.0,0.0,1,Russia,4
URS,1956,Gymnastics,Gymnastics Women's Floor Exercise,AUS,0.0,1.0,0,Russia,4
URS,1956,Gymnastics,Gymnastics Women's Horse Vault,AUS,0.0,1.0,1,Russia,4
URS,1956,Gymnastics,Gymnastics Women's Individual All-Around,AUS,1.0,1.0,0,Russia,4
URS,1956,Gymnastics,Gymnastics Women's Team All-Around,AUS,0.0,1.0,0,Russia,4
URS,1956,Gymnastics,Gymnastics Women's Team Portable Apparatus,AUS,1.0,0.0,0,Russia,4
URS,1956,Gymnastics,Gymnastics Women's Uneven Bars,AUS,1.0,0.0,1,Russia,4
URS,1956,Modern Pentathlon,Modern Pentathlon Men's Team,AUS,0.0,1.0,0,Russia,4
URS,1956,Rowing,Rowing Men's Coxed Pairs,AUS,1.0,0.0,0,Russia,4
URS,1956,Rowing,Rowing Men's Coxless Pairs,AUS,0.0,0.0,1,Russia,4
URS,1956,Rowing,Rowing Men's Double Sculls,AUS,0.0,1.0,0,Russia,4
URS,1956,Rowing,Rowing Men's Single Sculls,AUS,0.0,1.0,0,Russia,4
URS,1956,Shooting,Shooting Men's Free Pistol 50 metres,AUS,0.0,0.0,1,Russia,4
URS,1956,Shooting,Shooting Men's Free Rifle Three Positions 300 metres,AUS,0.0,1.0,1,Russia,4
URS,1956,Shooting,Shooting Men's Rapid-Fire Pistol 25 metres,AUS,0.0,0.0,1,Russia,4
URS,1956,Shooting,Shooting Men's Running Target Single And Double Shot,AUS,1.0,1.0,0,Russia,4
URS,1956,Shooting,Shooting Men's Small-Bore Rifle Prone 50 metres,AUS,0.0,0.0,1,Russia,4
URS,1956,Shooting,Shooting Men's Small-Bore Rifle Three Positions 50 metres,AUS,0.0,1.0,0,Russia,4
URS,1956,Swimming,Swimming Men's 200 metres Breaststroke,AUS,1.0,0.0,0,Russia,4
URS,1956,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,AUS,1.0,0.0,0,Russia,4
URS,1956,Water Polo,Water Polo Men's Water Polo,AUS,1.0,0.0,0,Russia,4
URS,1956,Weightlifting,Weightlifting Men's Bantamweight,AUS,0.0,0.0,1,Russia,4
URS,1956,Weightlifting,Weightlifting Men's Featherweight,AUS,0.0,0.0,1,Russia,4
URS,1956,Weightlifting,Weightlifting Men's Light-Heavyweight,AUS,0.0,0.0,1,Russia,4
URS,1956,Weightlifting,Weightlifting Men's Lightweight,AUS,0.0,1.0,1,Russia,4
URS,1956,Weightlifting,Weightlifting Men's Middle-Heavyweight,AUS,0.0,1.0,0,Russia,4
URS,1956,Weightlifting,Weightlifting Men's Middleweight,AUS,0.0,1.0,0,Russia,4
URS,1956,Wrestling,Wrestling Men's Bantamweight Freestyle,AUS,1.0,0.0,0,Russia,4
URS,1956,Wrestling,Wrestling Men's Bantamweight Greco-Roman,AUS,0.0,1.0,0,Russia,4
URS,1956,Wrestling,Wrestling Men's Featherweight Greco-Roman,AUS,1.0,0.0,0,Russia,4
URS,1956,Wrestling,Wrestling Men's Flyweight Freestyle,AUS,0.0,1.0,0,Russia,4
URS,1956,Wrestling,Wrestling Men's Flyweight Greco-Roman,AUS,0.0,1.0,0,Russia,4
URS,1956,Wrestling,Wrestling Men's Heavyweight Greco-Roman,AUS,0.0,1.0,0,Russia,4
URS,1956,Wrestling,Wrestling Men's Light-Heavyweight Freestyle,AUS,0.0,0.0,1,Russia,4
URS,1956,Wrestling,Wrestling Men's Light-Heavyweight Greco-Roman,AUS,0.0,1.0,0,Russia,4
URS,1956,Wrestling,Wrestling Men's Lightweight Freestyle,AUS,1.0,0.0,0,Russia,4
URS,1956,Wrestling,Wrestling Men's Middleweight Freestyle,AUS,1.0,0.0,0,Russia,4
URS,1956,Wrestling,Wrestling Men's Middleweight Greco-Roman,AUS,0.0,1.0,0,Russia,4
URS,1956,Wrestling,Wrestling Men's Welterweight Freestyle,AUS,1.0,0.0,0,Russia,4
URS,1956,Wrestling,Wrestling Men's Welterweight Greco-Roman,AUS,0.0,0.0,1,Russia,4
URS,1960,Athletics,Athletics Men's 10000 metres,ITA,0.0,1.0,0,Russia,4
URS,1960,Athletics,Athletics Men's 20 kilometres Walk,ITA,0.0,1.0,0,Russia,4
URS,1960,Athletics,Athletics Men's 3000 metres Steeplechase,ITA,1.0,0.0,1,Russia,4
URS,1960,Athletics,Athletics Men's 4 x 100 metres Relay,ITA,0.0,0.0,1,Russia,4
URS,1960,Athletics,Athletics Men's Decathlon,ITA,1.0,0.0,0,Russia,4
URS,1960,Athletics,Athletics Men's Hammer Throw,ITA,0.0,1.0,0,Russia,4
URS,1960,Athletics,Athletics Men's High Jump,ITA,0.0,1.0,1,Russia,4
URS,1960,Athletics,Athletics Men's Javelin Throw,ITA,0.0,1.0,0,Russia,4
URS,1960,Athletics,Athletics Men's Long Jump,ITA,1.0,0.0,0,Russia,4
URS,1960,Athletics,Athletics Men's Triple Jump,ITA,1.0,0.0,1,Russia,4
URS,1960,Athletics,Athletics Women's 80 metres Hurdles,ITA,0.0,1.0,0,Russia,4
URS,1960,Athletics,Athletics Women's 800 metres,ITA,0.0,1.0,0,Russia,4
URS,1960,Athletics,Athletics Women's Discus Throw,ITA,0.0,1.0,1,Russia,4
URS,1960,Athletics,Athletics Women's Javelin Throw,ITA,1.0,1.0,0,Russia,4
URS,1960,Athletics,Athletics Women's Long Jump,ITA,0.0,1.0,0,Russia,4
URS,1960,Athletics,Athletics Women's Shot Put,ITA,0.0,1.0,0,Russia,4
URS,1960,Basketball,Basketball Men's Basketball,ITA,0.0,0.0,1,Russia,4
URS,1960,Boxing,Boxing Men's Bantamweight,ITA,0.0,1.0,0,Russia,4
URS,1960,Boxing,Boxing Men's Flyweight,ITA,0.0,0.0,1,Russia,4
URS,1960,Boxing,Boxing Men's Light-Middleweight,ITA,1.0,0.0,0,Russia,4
URS,1960,Boxing,Boxing Men's Middleweight,ITA,1.0,0.0,0,Russia,4
URS,1960,Boxing,Boxing Men's Welterweight,ITA,0.0,0.0,1,Russia,4
URS,1960,Canoeing,Canoeing Men's Canadian Doubles 1000 metres,ITA,0.0,1.0,0,Russia,4
URS,1960,Canoeing,Canoeing Men's Canadian Singles 1000 metres,ITA,0.0,0.0,1,Russia,4
URS,1960,Canoeing,Canoeing Women's Kayak Doubles 500 metres,ITA,0.0,1.0,0,Russia,4
URS,1960,Canoeing,Canoeing Women's Kayak Singles 500 metres,ITA,0.0,1.0,0,Russia,4
URS,1960,Cycling,Cycling Men's 1000 metres Time Trial,ITA,1.0,0.0,0,Russia,4
URS,1960,Cycling,Cycling Men's 100 kilometres Team Time Trial,ITA,1.0,0.0,0,Russia,4
URS,1960,Cycling,Cycling Men's Road Race Individual,ITA,0.0,1.0,0,Russia,4
URS,1960,Cycling,Cycling Men's Tandem Sprint 2000 metres,ITA,1.0,0.0,0,Russia,4
URS,1960,Cycling,Cycling Men's Team Pursuit 4000 metres,ITA,1.0,0.0,0,Russia,4
URS,1960,Diving,Diving Women's Platform,ITA,1.0,0.0,0,Russia,4
URS,1960,Equestrianism,Equestrianism Mixed Dressage Individual,ITA,0.0,1.0,0,Russia,4
URS,1960,Fencing,Fencing Men's epee Individual,ITA,1.0,0.0,0,Russia,4
URS,1960,Fencing,Fencing Men's epee Team,ITA,1.0,0.0,0,Russia,4
URS,1960,Fencing,Fencing Men's Foil Individual,ITA,0.0,1.0,1,Russia,4
URS,1960,Fencing,Fencing Men's Foil Team,ITA,0.0,1.0,0,Russia,4
URS,1960,Fencing,Fencing Women's Foil Individual,ITA,0.0,0.0,1,Russia,4
URS,1960,Fencing,Fencing Women's Foil Team,ITA,0.0,1.0,0,Russia,4
URS,1960,Gymnastics,Gymnastics Men's Floor Exercise,ITA,0.0,0.0,1,Russia,4
URS,1960,Gymnastics,Gymnastics Men's Horizontal Bar,ITA,1.0,0.0,0,Russia,4
URS,1960,Gymnastics,Gymnastics Men's Horse Vault,ITA,1.0,1.0,0,Russia,4
URS,1960,Gymnastics,Gymnastics Men's Individual All-Around,ITA,1.0,1.0,0,Russia,4
URS,1960,Gymnastics,Gymnastics Men's Parallel Bars,ITA,0.0,1.0,0,Russia,4
URS,1960,Gymnastics,Gymnastics Men's Pommelled Horse,ITA,0.0,1.0,0,Russia,4
URS,1960,Gymnastics,Gymnastics Men's Rings,ITA,0.0,1.0,1,Russia,4
URS,1960,Gymnastics,Gymnastics Men's Team All-Around,ITA,0.0,0.0,1,Russia,4
URS,1960,Gymnastics,Gymnastics Women's Balance Beam,ITA,1.0,0.0,1,Russia,4
URS,1960,Gymnastics,Gymnastics Women's Floor Exercise,ITA,1.0,1.0,1,Russia,4
URS,1960,Gymnastics,Gymnastics Women's Horse Vault,ITA,1.0,1.0,1,Russia,4
URS,1960,Gymnastics,Gymnastics Women's Individual All-Around,ITA,1.0,1.0,1,Russia,4
URS,1960,Gymnastics,Gymnastics Women's Team All-Around,ITA,0.0,1.0,0,Russia,4
URS,1960,Gymnastics,Gymnastics Women's Uneven Bars,ITA,1.0,1.0,1,Russia,4
URS,1960,Modern Pentathlon,Modern Pentathlon Men's Team,ITA,0.0,0.0,1,Russia,4
URS,1960,Rowing,Rowing Men's Coxed Pairs,ITA,0.0,0.0,1,Russia,4
URS,1960,Rowing,Rowing Men's Coxless Fours,ITA,1.0,0.0,0,Russia,4
URS,1960,Rowing,Rowing Men's Coxless Pairs,ITA,0.0,1.0,0,Russia,4
URS,1960,Rowing,Rowing Men's Double Sculls,ITA,0.0,0.0,1,Russia,4
URS,1960,Rowing,Rowing Men's Single Sculls,ITA,0.0,1.0,0,Russia,4
URS,1960,Sailing,Sailing Mixed One Person Dinghy,ITA,0.0,0.0,1,Russia,4
URS,1960,Sailing,Sailing Mixed Two Person Keelboat,ITA,0.0,1.0,0,Russia,4
URS,1960,Shooting,Shooting Men's Free Pistol 50 metres,ITA,0.0,1.0,1,Russia,4
URS,1960,Shooting,Shooting Men's Free Rifle Three Positions 300 metres,ITA,1.0,0.0,0,Russia,4
URS,1960,Shooting,Shooting Men's Rapid-Fire Pistol 25 metres,ITA,1.0,0.0,0,Russia,4
URS,1960,Shooting,Shooting Men's Small-Bore Rifle Three Positions 50 metres,ITA,0.0,1.0,1,Russia,4
URS,1960,Shooting,Shooting Men's Trap,ITA,1.0,0.0,0,Russia,4
URS,1960,Water Polo,Water Polo Men's Water Polo,ITA,0.0,0.0,1,Russia,4
URS,1960,Weightlifting,Weightlifting Men's Featherweight,ITA,0.0,1.0,0,Russia,4
URS,1960,Weightlifting,Weightlifting Men's Heavyweight,ITA,0.0,1.0,0,Russia,4
URS,1960,Weightlifting,Weightlifting Men's Lightweight,ITA,0.0,1.0,0,Russia,4
URS,1960,Weightlifting,Weightlifting Men's Middle-Heavyweight,ITA,0.0,1.0,1,Russia,4
URS,1960,Weightlifting,Weightlifting Men's Middleweight,ITA,0.0,1.0,0,Russia,4
URS,1960,Wrestling,Wrestling Men's Bantamweight Greco-Roman,ITA,0.0,1.0,0,Russia,4
URS,1960,Wrestling,Wrestling Men's Featherweight Freestyle,ITA,1.0,0.0,0,Russia,4
URS,1960,Wrestling,Wrestling Men's Featherweight Greco-Roman,ITA,1.0,0.0,0,Russia,4
URS,1960,Wrestling,Wrestling Men's Heavyweight Freestyle,ITA,1.0,0.0,0,Russia,4
URS,1960,Wrestling,Wrestling Men's Heavyweight Greco-Roman,ITA,0.0,1.0,0,Russia,4
URS,1960,Wrestling,Wrestling Men's Light-Heavyweight Freestyle,ITA,1.0,0.0,0,Russia,4
URS,1960,Wrestling,Wrestling Men's Light-Heavyweight Greco-Roman,ITA,1.0,0.0,0,Russia,4
URS,1960,Wrestling,Wrestling Men's Lightweight Freestyle,ITA,0.0,0.0,1,Russia,4
URS,1960,Wrestling,Wrestling Men's Lightweight Greco-Roman,ITA,0.0,1.0,0,Russia,4
URS,1960,Wrestling,Wrestling Men's Middleweight Freestyle,ITA,0.0,0.0,1,Russia,4
URS,1964,Athletics,Athletics Men's 110 metres Hurdles,JPN,1.0,0.0,0,Russia,4
URS,1964,Athletics,Athletics Men's 20 kilometres Walk,JPN,1.0,0.0,0,Russia,4
URS,1964,Athletics,Athletics Men's 3000 metres Steeplechase,JPN,1.0,0.0,0,Russia,4
URS,1964,Athletics,Athletics Men's Decathlon,JPN,0.0,0.0,1,Russia,4
URS,1964,Athletics,Athletics Men's Hammer Throw,JPN,0.0,1.0,0,Russia,4
URS,1964,Athletics,Athletics Men's High Jump,JPN,0.0,1.0,0,Russia,4
URS,1964,Athletics,Athletics Men's Javelin Throw,JPN,1.0,0.0,0,Russia,4
URS,1964,Athletics,Athletics Men's Long Jump,JPN,1.0,0.0,0,Russia,4
URS,1964,Athletics,Athletics Men's Triple Jump,JPN,1.0,0.0,1,Russia,4
URS,1964,Athletics,Athletics Women's Discus Throw,JPN,0.0,1.0,0,Russia,4
URS,1964,Athletics,Athletics Women's High Jump,JPN,1.0,0.0,0,Russia,4
URS,1964,Athletics,Athletics Women's Javelin Throw,JPN,1.0,0.0,0,Russia,4
URS,1964,Athletics,Athletics Women's Long Jump,JPN,1.0,0.0,0,Russia,4
URS,1964,Athletics,Athletics Women's Pentathlon,JPN,1.0,1.0,0,Russia,4
URS,1964,Athletics,Athletics Women's Shot Put,JPN,1.0,1.0,0,Russia,4
URS,1964,Basketball,Basketball Men's Basketball,JPN,0.0,0.0,1,Russia,4
URS,1964,Boxing,Boxing Men's Featherweight,JPN,0.0,1.0,0,Russia,4
URS,1964,Boxing,Boxing Men's Flyweight,JPN,1.0,0.0,0,Russia,4
URS,1964,Boxing,Boxing Men's Heavyweight,JPN,1.0,0.0,0,Russia,4
URS,1964,Boxing,Boxing Men's Light-Heavyweight,JPN,0.0,0.0,1,Russia,4
URS,1964,Boxing,Boxing Men's Light-Middleweight,JPN,0.0,1.0,0,Russia,4
URS,1964,Boxing,Boxing Men's Lightweight,JPN,0.0,0.0,1,Russia,4
URS,1964,Boxing,Boxing Men's Light-Welterweight,JPN,0.0,0.0,1,Russia,4
URS,1964,Boxing,Boxing Men's Middleweight,JPN,0.0,1.0,0,Russia,4
URS,1964,Boxing,Boxing Men's Welterweight,JPN,0.0,0.0,1,Russia,4
URS,1964,Canoeing,Canoeing Men's Canadian Doubles 1000 metres,JPN,0.0,1.0,0,Russia,4
URS,1964,Canoeing,Canoeing Men's Canadian Singles 1000 metres,JPN,1.0,0.0,0,Russia,4
URS,1964,Canoeing,Canoeing Men's Kayak Fours 1000 metres,JPN,0.0,1.0,0,Russia,4
URS,1964,Canoeing,Canoeing Women's Kayak Singles 500 metres,JPN,0.0,1.0,0,Russia,4
URS,1964,Cycling,Cycling Men's Tandem Sprint 2000 metres,JPN,0.0,0.0,1,Russia,4
URS,1964,Diving,Diving Women's Platform,JPN,1.0,0.0,0,Russia,4
URS,1964,Equestrianism,Equestrianism Mixed Dressage Individual,JPN,1.0,0.0,0,Russia,4
URS,1964,Equestrianism,Equestrianism Mixed Dressage Team,JPN,1.0,0.0,0,Russia,4
URS,1964,Fencing,Fencing Men's epee Individual,JPN,1.0,1.0,0,Russia,4
URS,1964,Fencing,Fencing Men's Foil Team,JPN,0.0,1.0,0,Russia,4
URS,1964,Fencing,Fencing Men's Sabre Individual,JPN,1.0,0.0,0,Russia,4
URS,1964,Fencing,Fencing Men's Sabre Team,JPN,0.0,1.0,0,Russia,4
URS,1964,Fencing,Fencing Women's Foil Team,JPN,0.0,0.0,1,Russia,4
URS,1964,Gymnastics,Gymnastics Men's Floor Exercise,JPN,0.0,0.0,1,Russia,4
URS,1964,Gymnastics,Gymnastics Men's Horizontal Bar,JPN,0.0,1.0,1,Russia,4
URS,1964,Gymnastics,Gymnastics Men's Horse Vault,JPN,0.0,0.0,1,Russia,4
URS,1964,Gymnastics,Gymnastics Men's Individual All-Around,JPN,0.0,0.0,1,Russia,4
URS,1964,Gymnastics,Gymnastics Men's Pommelled Horse,JPN,1.0,0.0,0,Russia,4
URS,1964,Gymnastics,Gymnastics Men's Rings,JPN,1.0,0.0,0,Russia,4
URS,1964,Gymnastics,Gymnastics Men's Team All-Around,JPN,0.0,0.0,1,Russia,4
URS,1964,Gymnastics,Gymnastics Women's Balance Beam,JPN,1.0,0.0,1,Russia,4
URS,1964,Gymnastics,Gymnastics Women's Floor Exercise,JPN,0.0,1.0,1,Russia,4
URS,1964,Gymnastics,Gymnastics Women's Horse Vault,JPN,0.0,0.0,1,Russia,4
URS,1964,Gymnastics,Gymnastics Women's Individual All-Around,JPN,1.0,0.0,1,Russia,4
URS,1964,Gymnastics,Gymnastics Women's Team All-Around,JPN,0.0,1.0,0,Russia,4
URS,1964,Gymnastics,Gymnastics Women's Uneven Bars,JPN,1.0,1.0,0,Russia,4
URS,1964,Judo,Judo Men's Heavyweight,JPN,1.0,0.0,0,Russia,4
URS,1964,Judo,Judo Men's Lightweight,JPN,1.0,0.0,0,Russia,4
URS,1964,Modern Pentathlon,Modern Pentathlon Men's Individual,JPN,1.0,0.0,1,Russia,4
URS,1964,Modern Pentathlon,Modern Pentathlon Men's Team,JPN,0.0,1.0,0,Russia,4
URS,1964,Rowing,Rowing Men's Double Sculls,JPN,0.0,1.0,0,Russia,4
URS,1964,Rowing,Rowing Men's Single Sculls,JPN,0.0,1.0,0,Russia,4
URS,1964,Shooting,Shooting Men's Free Rifle Three Positions 300 metres,JPN,0.0,0.0,1,Russia,4
URS,1964,Shooting,Shooting Men's Trap,JPN,0.0,0.0,1,Russia,4
URS,1964,Swimming,Swimming Men's 200 metres Breaststroke,JPN,0.0,0.0,1,Russia,4
URS,1964,Swimming,Swimming Women's 200 metres Breaststroke,JPN,1.0,1.0,0,Russia,4
URS,1964,Swimming,Swimming Women's 4 x 100 metres Medley Relay,JPN,1.0,0.0,0,Russia,4
URS,1964,Volleyball,Volleyball Men's Volleyball,JPN,0.0,1.0,0,Russia,4
URS,1964,Volleyball,Volleyball Women's Volleyball,JPN,0.0,0.0,1,Russia,4
URS,1964,Water Polo,Water Polo Men's Water Polo,JPN,1.0,0.0,0,Russia,4
URS,1964,Weightlifting,Weightlifting Men's Bantamweight,JPN,0.0,1.0,0,Russia,4
URS,1964,Weightlifting,Weightlifting Men's Heavyweight,JPN,0.0,1.0,1,Russia,4
URS,1964,Weightlifting,Weightlifting Men's Light-Heavyweight,JPN,0.0,1.0,0,Russia,4
URS,1964,Weightlifting,Weightlifting Men's Lightweight,JPN,0.0,0.0,1,Russia,4
URS,1964,Weightlifting,Weightlifting Men's Middle-Heavyweight,JPN,0.0,1.0,0,Russia,4
URS,1964,Weightlifting,Weightlifting Men's Middleweight,JPN,0.0,0.0,1,Russia,4
URS,1964,Wrestling,Wrestling Men's Bantamweight Freestyle,JPN,1.0,0.0,0,Russia,4
URS,1964,Wrestling,Wrestling Men's Bantamweight Greco-Roman,JPN,0.0,0.0,1,Russia,4
URS,1964,Wrestling,Wrestling Men's Featherweight Freestyle,JPN,1.0,0.0,0,Russia,4
URS,1964,Wrestling,Wrestling Men's Featherweight Greco-Roman,JPN,0.0,0.0,1,Russia,4
URS,1964,Wrestling,Wrestling Men's Heavyweight Freestyle,JPN,0.0,1.0,0,Russia,4
URS,1964,Wrestling,Wrestling Men's Heavyweight Greco-Roman,JPN,0.0,0.0,1,Russia,4
URS,1964,Wrestling,Wrestling Men's Light-Heavyweight Freestyle,JPN,0.0,1.0,0,Russia,4
URS,1964,Wrestling,Wrestling Men's Lightweight Greco-Roman,JPN,1.0,0.0,0,Russia,4
URS,1964,Wrestling,Wrestling Men's Welterweight Freestyle,JPN,0.0,0.0,1,Russia,4
URS,1964,Wrestling,Wrestling Men's Welterweight Greco-Roman,JPN,0.0,1.0,0,Russia,4
URS,1968,Athletics,Athletics Men's 20 kilometres Walk,MEX,1.0,1.0,0,Russia,4
URS,1968,Athletics,Athletics Men's Hammer Throw,MEX,0.0,0.0,1,Russia,4
URS,1968,Athletics,Athletics Men's High Jump,MEX,1.0,0.0,0,Russia,4
URS,1968,Athletics,Athletics Men's Javelin Throw,MEX,0.0,1.0,0,Russia,4
URS,1968,Athletics,Athletics Men's Shot Put,MEX,1.0,0.0,0,Russia,4
URS,1968,Athletics,Athletics Men's Triple Jump,MEX,0.0,1.0,0,Russia,4
URS,1968,Athletics,Athletics Women's 4 x 100 metres Relay,MEX,1.0,0.0,0,Russia,4
URS,1968,Athletics,Athletics Women's 400 metres,MEX,1.0,0.0,0,Russia,4
URS,1968,Athletics,Athletics Women's High Jump,MEX,1.0,0.0,1,Russia,4
URS,1968,Athletics,Athletics Women's Long Jump,MEX,1.0,0.0,0,Russia,4
URS,1968,Athletics,Athletics Women's Shot Put,MEX,1.0,0.0,0,Russia,4
URS,1968,Basketball,Basketball Men's Basketball,MEX,1.0,0.0,0,Russia,4
URS,1968,Boxing,Boxing Men's Bantamweight,MEX,0.0,1.0,0,Russia,4
URS,1968,Boxing,Boxing Men's Heavyweight,MEX,0.0,0.0,1,Russia,4
URS,1968,Boxing,Boxing Men's Light-Heavyweight,MEX,0.0,1.0,0,Russia,4
URS,1968,Boxing,Boxing Men's Light-Middleweight,MEX,0.0,1.0,0,Russia,4
URS,1968,Boxing,Boxing Men's Middleweight,MEX,0.0,0.0,1,Russia,4
URS,1968,Boxing,Boxing Men's Welterweight,MEX,1.0,0.0,0,Russia,4
URS,1968,Canoeing,Canoeing Men's Canadian Doubles 1000 metres,MEX,1.0,0.0,0,Russia,4
URS,1968,Canoeing,Canoeing Men's Canadian Singles 1000 metres,MEX,1.0,0.0,0,Russia,4
URS,1968,Canoeing,Canoeing Men's Kayak Doubles 1000 metres,MEX,0.0,1.0,0,Russia,4
URS,1968,Canoeing,Canoeing Men's Kayak Singles 1000 metres,MEX,0.0,0.0,1,Russia,4
URS,1968,Canoeing,Canoeing Women's Kayak Doubles 500 metres,MEX,1.0,0.0,0,Russia,4
URS,1968,Canoeing,Canoeing Women's Kayak Singles 500 metres,MEX,0.0,1.0,0,Russia,4
URS,1968,Diving,Diving Women's Platform,MEX,0.0,0.0,1,Russia,4
URS,1968,Diving,Diving Women's Springboard,MEX,0.0,0.0,1,Russia,4
